(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		1095 1 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1143 3 (539 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		96 (655 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1121 3 (81 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1043 1 (17 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		662 3 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		736 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		699 (216 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		492 (7745 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		773 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1070 3 (223 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		588 2 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		913 3 (4196 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1000 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		242 (1535 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		858 1 (2175 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1049 2 (7 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		705 1 (68 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1130 1 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1069 2 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		249 (8 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		718 1 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		833 2 (9 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		616 (105 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		238 (269 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		868 3 (278 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		640 (226 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		889 2 (171 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		952 (86 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		715 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		928 2 (68 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		718 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		944 (92 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		712 2 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		1161 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		893 (111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1063 2 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		342 (100 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		842 2 (25 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		734 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		592 (13 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		200 (13 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		83 (68 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1165 (2086 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		843 (193 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1023 3 (15 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		839 (148 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		112 (679 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1086 3 (66 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		830 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		674 (59 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		735 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		902 (4194 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		660 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		893 2 (111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		103 (2312 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		62 (228 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1061 2 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		898 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		992 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1088 2 (130 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		460 (866 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1139 (11 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		68 (546 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		905 3 (167 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		760 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		681 (136 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1009 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		859 3 (131 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1029 (27 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		838 (146 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		942 (12 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		708 (30 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		744 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		960 3 (76 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		869 3 (278 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		946 2 (68 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		991 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		812 2 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		670 2 (32 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		38 (62 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		634 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		550 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1089 2 (130 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		638 2 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		980 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		644 (709 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		629 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		755 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		687 (126 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		981 1 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1075 (18 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1026 3 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		742 1 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		518 (1043 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		712 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		666 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1147 1 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		689 3 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1164 3 (2095 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		846 (67 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1122 3 (540 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		190 (129 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		881 3 (2111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		837 2 (147 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1099 3 (417 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		539 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		648 2 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		804 3 (60 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		665 1 (96 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		613 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		816 1 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		962 (4 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		964 (12 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		46 (831 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		889 (171 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		787 3 (123 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		370 (8966 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		792 3 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		706 1 (68 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		826 2 (2350 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1118 1 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		730 2 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		916 (2350 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1070 2 (223 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1111 (4187 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1063 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		362 (46 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		707 3 (94 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		866 1 (9 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1145 3 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		999 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		994 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1114 (2106 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		738 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1123 2 (293 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1071 2 (223 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1151 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		357 (1991 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1150 1 (417 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		627 3 (75 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1153 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1077 1 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		823 2 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		610 2 (34 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		778 3 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		286 (192 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1155 3 (2104 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		822 3 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		627 (75 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		751 3 (22 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		988 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		981 2 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1079 (4 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		702 2 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		196 (191 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1008 3 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		858 2 (2175 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		246 (723 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		608 1 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		829 3 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		605 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		726 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1077 2 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		916 3 (2350 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		721 1 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		1090 2 (11 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1120 3 (2099 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		554 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		725 2 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		908 (4195 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1142 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		388 (22 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1064 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1052 (6 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1157 2 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		674 3 (59 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		716 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		857 3 (1679 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1019 3 (31 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		993 2 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		621 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		697 (32 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1149 2 (81 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		633 1 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1075 2 (18 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		887 1 (1367 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		785 1 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		258 (376 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		602 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		1131 2 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		930 2 (86 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		240 (2273 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		903 2 (4194 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1049 (7 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1149 1 (81 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		616 2 (105 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		701 1 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1124 2 (30 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		997 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		888 1 (2111 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		927 2 (92 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		629 1 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		774 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		684 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		923 1 (4 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		790 (121 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1042 1 (11 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		806 (52 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		624 2 (45 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		692 (126 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		895 3 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		666 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		862 3 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		902 2 (4194 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		683 3 (189 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		591 (58 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		586 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1064 3 (188 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1118 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		450 (162 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1048 (11 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		743 1 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1026 2 (42 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		769 1 (22 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		716 2 (118 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1151 1 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		676 3 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		910 (892 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1015 2 (23 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		552 (370 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		632 1 (145 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		808 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		650 2 (185 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		197 (8 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		698 1 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1112 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		832 2 (513 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		116 (508 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		792 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		661 3 (189 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1119 3 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		666 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		638 3 (215 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1082 2 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		975 1 (370 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		786 3 (123 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		804 (60 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1131 (69 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1116 (2086 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		695 (32 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		486 (136 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		767 2 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1057 2 (8 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		214 (156 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		803 3 (51 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		625 3 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		985 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		836 (278 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		829 1 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		619 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		232 (56 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		1001 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1140 (46 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		891 3 (2175 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1122 1 (540 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		649 1 (2136 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		92 (51 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		759 (36 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1150 2 (417 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		699 2 (216 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		732 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		872 (148 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1145 2 (56 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		660 1 (64 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		547 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		994 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1094 2 (539 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		844 2 (193 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		707 (94 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		350 (56 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1029 3 (27 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		926 2 (68 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		829 2 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		916 1 (2350 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		872 3 (148 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		861 2 (1243 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		361 (571 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		689 (6 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		636 3 (230 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		655 1 (701 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		700 1 (18 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		166 (52 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		652 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		620 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1005 2 (370 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		599 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		568 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		1161 3 (92 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		1117 1 (2085 verts)	-1	False	False	False	1	[Material #31 (UnityEngine.Material)] 	
		831 3 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		621 2 (188 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		1048 2 (11 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		797 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		506 (3225 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		712 3 (188 verts)	-1	False	False	False	1	[Material #30 (UnityEngine.Material)] 	
		527 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		28 (162 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		1015 (23 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		989 1 (188 verts)	-1	False	False	False	1	[Material #26 (UnityEngine.Material)] 	
		851 3 (2516 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		954 3 (72 verts)	-1	False	False	False	1	[Material #25 (UnityEngine.Material)] 	
		732 3 (114 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		841 2 (7 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		815 3 (13 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		637 1 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
		551 (188 verts)	-1	False	False	False	1	[Material #28 (UnityEngine.Material)] 	
		639 3 (86 verts)	-1	False	False	False	1	[Material #29 (UnityEngine.Material)] 	
